ID;createdAt;createdBy;name;learner_id;
025E4693-179D-0425-6651-9EF12EA38BA5;2020-01-25;max.mustermann@muster.com;aa;0022466B-37D5-66DC-183E-4C8CF6936018
027905FF-178B-9045-A52E-726B9B924DBF;2019-01-25;max.mustermann@muster.com;bb;0022466B-37D5-66DC-183E-4C8CF6936018
0289C4E9-90BA-A31D-1680-A5E4FFEA2DEB;2019-01-25;max.mustermann@muster.com;cc;0022466B-37D5-66DC-183E-4C8CF6936018
03130F8B-541F-668D-6E3B-F64615ED5F65;2020-01-25;max.mustermann@muster.com;dd;002A0348-5097-1455-1E48-DDAF6EB5202F
03322CB7-0B3D-03A3-77A3-25F68E510360;2019-01-25;max.mustermann@muster.com;ee;002A0348-5097-1455-1E48-DDAF6EB5202F
03A64A9D-88F3-44F4-A58A-BC53D0F53A6F;2020-01-25;max.mustermann@muster.com;ff;002A0348-5097-1455-1E48-DDAF6EB5202F
03DF81CC-0E91-7577-A54D-D5D46CF919B3;2020-01-25;max.mustermann@muster.com;gg;0035CF4D-9803-5E37-4F77-0214324EA6F1
0404A377-2234-8D6B-18AE-9A02CD1C4183;2020-01-25;max.mustermann@muster.com;hh;0035CF4D-9803-5E37-4F77-0214324EA6F1
046063F9-04E4-2C7B-7DEA-2D30899B9517;2021-01-25;max.mustermann@muster.com;ii;0035CF4D-9803-5E37-4F77-0214324EA6F1
0480B394-7CED-A19B-484F-F385626D4F94;2019-01-25;max.mustermann@muster.com;jj;0035CF4D-9803-5E37-4F77-0214324EA6F1
025E4693-179D-0425-6651-9EF12EA38BA6;2020-01-25;max.mustermann@muster.com;aa;017D246B-7518-4B84-4052-78BFAA815E71
025E4693-179D-0425-6651-9EF12EA38BA7;2020-01-25;max.mustermann@muster.com;aa;01737A17-5947-3C00-743A-A809E69E64FE
025E4693-179D-0425-6651-9EF12EA38BA8;2020-01-25;max.mustermann@muster.com;aa;015C263E-559E-1A72-41F2-D851198216DC
025E4693-179D-0425-6651-9EF12EA38BA9;2020-01-25;max.mustermann@muster.com;aa;0132C48D-0ECC-64FC-4DEE-F0E4BC9F3DF4
025E4693-179D-0425-6651-9EF12EA38BA0;2020-01-25;max.mustermann@muster.com;aa;01254C27-3EA6-25AF-1A51-FF0C17441B8F
025E4693-179D-0425-6651-9EF12EA38BA1;2020-01-25;max.mustermann@muster.com;aa;010FBAC4-2331-1C92-4564-DC3E416E800A
025E4693-179D-0425-6651-9EF12EA38BA2;2020-01-25;max.mustermann@muster.com;dd;0022466B-37D5-66DC-183E-4C8CF6936018

03322CB7-0B3D-03A3-77A3-25F68E510361;2019-01-25;max.mustermann@muster.com;ee;0122466B-37D5-66DC-183E-4C8CF6936018
03322CB7-0B3D-03A3-77A3-25F68E510362;2019-01-25;max.mustermann@muster.com;ee;012A0348-5097-1455-1E48-DDAF6EB5202F
03322CB7-0B3D-03A3-77A3-25F68E510363;2019-01-25;max.mustermann@muster.com;ee;0135CF4D-9803-5E37-4F77-0214324EA6F1
03322CB7-0B3D-03A3-77A3-25F68E510364;2019-01-25;max.mustermann@muster.com;ee;014F4DCC-7802-1BD3-2531-40E2D9317E83
03322CB7-0B3D-03A3-77A3-25F68E510365;2019-01-25;max.mustermann@muster.com;ee;016522C1-2DF3-4611-A45C-1CBF7D507EDF
03322CB7-0B3D-03A3-77A3-25F68E510366;2019-01-25;max.mustermann@muster.com;ee;01697B24-176F-8A1A-3FF5-94FC9E7A2196
03322CB7-0B3D-03A3-77A3-25F68E510367;2019-01-25;max.mustermann@muster.com;ee;018036C4-3A51-5D68-7621-EEF2C6E822B5
